Probentyp;Probenahmestelle;Geo Point;X-Koordinate;Y-Koordinate;Probenahmedatum;Entnahmezeit;Probenahmedauer;Reihenfolge;Gruppe;Parameter;Bestimmungsgrenze;Wert;Wert numerisch;Einheit;Auftragsnummer;Probennummer;Resultatnummer;Automatische Auswertung;CAS-Bezeichnung;BAFU-Bezeichnung;Allgemeine Parametergruppe;Probenahmedatum_date;Probenahmejahr
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;27.04.2021;15:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12021042003;22021040193;4501000628;False;;;;2021-04-27;2021
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;28.04.2021;16:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12021042003;22021040194;4501005950;False;;;;2021-04-28;2021
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;02.11.2021;10:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.00;-11.0;m;12021102604;22021100273;4501180438;False;;;;2021-11-02;2021
WASSER;F_0832;47.578311958094616,7.5896448151170794;2611362.49;1269745.56;31.05.2021;14:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12021050503;22021050139;4501013336;False;;;;2021-05-31;2021
WASSER;F_1035;47.58354961748343,7.5939398989955915;2611684.49;1270328.56;31.05.2021;15:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12021050503;22021050143;4501013868;False;;;;2021-05-31;2021
WASSER;F_1132;47.540249627985055,7.597081490184068;2611930.5;1265514.56;18.04.2016;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.00;-11.0;m;12016041402;22016040167;403532509;False;;;;2016-04-18;2016
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;25.04.2016;10:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.00;-15.0;m;12016042502;22016040262;403556756;False;;;;2016-04-25;2016
WASSER;F_1160;47.544730866916204,7.595354707668329;2611799.5;1266012.56;18.04.2016;14:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12016041402;22016040168;403532697;False;;;;2016-04-18;2016
WASSER;F_0785;47.5522683728766,7.58801671656008;2611245.48;1266849.57;18.08.2016;10:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12016081602;22016080147;403663784;False;;;;2016-08-18;2016
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;25.04.2016;12:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12016042502;22016040257;403555751;False;;;;2016-04-25;2016
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;25.04.2016;14:44;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12016042502;22016040263;403556957;False;;;;2016-04-25;2016
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;16.05.2006;08:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.00;-5.0;m;12006051504;22006050098;401333669;False;;;;2006-05-16;2006
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;05.09.2006;09:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.00;-4.0;m;12006090503;22006090049;401380292;False;;;;2006-09-05;2006
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;20.02.2007;08:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.00;-5.0;m;12007021902;22007020076;401430302;False;;;;2007-02-20;2007
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;30.05.2007;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.00;-4.0;m;12007052906;22007050258;401469491;False;;;;2007-05-30;2007
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;07.08.2007;09:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.00;-4.0;m;12007080705;22007080065;401498361;False;;;;2007-08-07;2007
WASSER;F_1224;47.57007683678858,7.635039334600453;2614780.09;1268837.43;14.09.2006;13:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12006091403;22006090145;401384869;False;;;;2006-09-14;2006
WASSER;F_1355;47.58041596030709,7.596881598672384;2611906.49;1269980.57;06.12.2007;16:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12007121003;22007120081;401549352;False;;;;2007-12-06;2007
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;13.12.2006;15:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.20;-6.2;m;12006121203;22006120122;401416086;False;;;;2006-12-13;2006
WASSER;F_1479;47.58054475533211,7.59467550796838;2611740.49;1269994.56;29.05.2008;09:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12008052803;22008050300;401612744;False;;;;2008-05-29;2008
WASSER;F_2689;47.565978623368,7.623310277664583;2613898.57;1268379.62;25.06.2008;10:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.00;-10.0;m;12008062502;22008060255;401622103;False;;;;2008-06-25;2008
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;02.08.2004;10:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12004080104;22004080012;401170438;False;;;;2004-08-02;2004
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;09.11.2004;10:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12004110802;22004110171;401198704;False;;;;2004-11-09;2004
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;18.05.2005;09:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12005051305;22005050135;401237746;False;;;;2005-05-18;2005
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;08.11.2005;09:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12005110802;22005110057;401282435;False;;;;2005-11-08;2005
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;05.09.2006;13:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12006090503;22006090045;401379572;False;;;;2006-09-05;2006
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;19.02.2007;11:02;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12007021902;22007020074;401430130;False;;;;2007-02-19;2007
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;05.11.2007;11:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12007110502;22007110039;401537239;False;;;;2007-11-05;2007
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;05.03.2008;11:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12008030502;22008030074;401573819;False;;;;2008-03-05;2008
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;26.05.2008;10:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12008052604;22008050211;401607176;False;;;;2008-05-26;2008
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;04.08.2008;15:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12008080406;22008080055;401638991;False;;;;2008-08-04;2008
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;24.11.2008;11:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12008112407;22008110151;401682063;False;;;;2008-11-24;2008
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;25.05.2009;08:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.00;-10.0;m;12009052505;22009050176;401750376;False;;;;2009-05-25;2009
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;05.11.2003;13:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12003110304;22003110023;401092960;False;;;;2003-11-05;2003
WASSER;F_0706;47.565637919539455,7.574551509486703;2610229.35;1268334.28;20.06.2006;13:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-21.20;-21.2;m;12006062002;22006060167;401345972;False;;;;2006-06-20;2006
WASSER;F_1084;47.559073241914064,7.603599436347044;2612416.86;1267608.53;23.06.2006;08:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12006062303;22006060226;401350647;False;;;;2006-06-23;2006
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;26.05.2008;12:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12008052604;22008050216;401608126;False;;;;2008-05-26;2008
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;25.05.2009;14:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-19.00;-19.0;m;12009052505;22009050174;401749988;False;;;;2009-05-25;2009
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;23.11.2009;09:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-19.00;-19.0;m;12009112306;22009110143;401828126;False;;;;2009-11-23;2009
WASSER;F_1708;47.57467331575926,7.593674845074632;2611666.49;1269341.57;03.03.2006;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.40;-14.4;m;12006030302;22006030070;401311825;False;;;;2006-03-03;2006
WASSER;F_1710;47.574645715067696,7.594140066192635;2611701.5;1269338.57;23.06.2006;10:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.50;-5.5;m;12006062302;22006060221;401350337;False;;;;2006-06-23;2006
WASSER;F_1871;47.57131587210443,7.580990452538251;2610712.77;1268966.46;18.08.2005;14:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-16.00;-16.0;m;12005081602;22005080124;401262681;False;;;;2005-08-18;2005
WASSER;F_1871;47.57131587210443,7.580990452538251;2610712.77;1268966.46;09.08.2007;11:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12007080802;22007080109;401502400;False;;;;2007-08-09;2007
WASSER;F_1871;47.57131587210443,7.580990452538251;2610712.77;1268966.46;05.08.2008;08:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.50;-13.5;m;12008080406;22008080048;401638025;False;;;;2008-08-05;2008
WASSER;F_1871;47.57131587210443,7.580990452538251;2610712.77;1268966.46;26.05.2009;15:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12009052506;22009050193;401753524;False;;;;2009-05-26;2009
WASSER;F_0718;47.58072963551996,7.597031399729839;2611917.69;1270015.47;19.06.2006;09:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.50;-10.5;m;12006061902;22006060156;401345154;False;;;;2006-06-19;2006
WASSER;F_1865;47.58861480649763,7.59240056782209;2611567.59;1270891.53;07.09.2006;08:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12006090702;22006090078;401382398;False;;;;2006-09-07;2006
WASSER;F_1865;47.58861480649763,7.59240056782209;2611567.59;1270891.53;12.09.2007;14:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.50;-5.5;m;12007091104;22007090102;401511421;False;;;;2007-09-12;2007
WASSER;F_1092;47.58857750253276,7.59360862050094;2611658.47;1270887.56;07.07.2009;11:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.30;-7.3;m;12009070403;22009070022;401774412;False;;;;2009-07-07;2009
WASSER;F_2688;47.566347974076734,7.622926191249976;2613869.57;1268420.62;13.04.2005;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.00;-10.0;m;12005041302;22005040126;401228548;False;;;;2005-04-13;2005
WASSER;F_2689;47.565978623368,7.623310277664583;2613898.57;1268379.62;21.03.2006;09:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.00;-10.0;m;12006032103;22006030198;401313748;False;;;;2006-03-21;2006
WASSER;F_2688;47.566347974076734,7.622926191249976;2613869.57;1268420.62;25.06.2008;09:37;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.50;-10.5;m;12008062502;22008060254;401621966;False;;;;2008-06-25;2008
WASSER;F_1068;47.58394724865588,7.65107140262389;2615982.31;1270382.8;03.11.2020;12:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.20;-15.2;m;12020102804;22020100247;4500755680;False;;;;2020-11-03;2020
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;04.11.2020;11:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12020102804;22020100240;4500754259;False;;;;2020-11-04;2020
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;21.05.2019;11:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.50;-18.5;m;12019051309;22019050220;4500364014;False;;;;2019-05-21;2019
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;29.10.2019;09:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12019102304;22019100235;4500445189;False;;;;2019-10-29;2019
WASSER;F_1045;47.55403333657704,7.610316753552325;2612923.65;1267049.23;17.02.2020;15:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12020020505;22020020173;4500553104;False;;;;2020-02-17;2020
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;05.05.2020;09:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-9.00;-9.0;m;12020042805;22020040270;4500624313;False;;;;2020-05-05;2020
WASSER;F_1057;47.5705506239398,7.634613024655483;2614747.88;1268890.03;03.11.2020;09:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.00;-8.0;m;12020102804;22020100245;4500755274;False;;;;2020-11-03;2020
WASSER;F_1098;47.534634532050305,7.605577774998236;2612571.51;1264891.55;21.02.2005;10:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12005022103;22005020135;401215786;False;;;;2005-02-21;2005
WASSER;F_1098;47.534634532050305,7.605577774998236;2612571.51;1264891.55;07.02.2006;10:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12006020605;22006020049;401305720;False;;;;2006-02-07;2006
WASSER;F_1098;47.534634532050305,7.605577774998236;2612571.51;1264891.55;15.05.2006;13:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12006051504;22006050099;401333755;False;;;;2006-05-15;2006
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;24.11.2009;11:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12009112305;22009110139;401827464;False;;;;2009-11-24;2009
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;05.11.2003;11:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12003110304;22003110024;401093155;False;;;;2003-11-05;2003
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;05.05.2004;;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12004050303;22004050048;401143522;False;;;;2004-05-05;2004
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;29.05.2007;11:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12007052906;22007050251;401468359;False;;;;2007-05-29;2007
WASSER;F_1035;47.58354961748343,7.5939398989955915;2611684.49;1270328.56;07.12.2004;11:04;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.50;-8.5;m;12004120702;22004120027;401203893;False;;;;2004-12-07;2004
WASSER;F_1033;47.58258744236233,7.593830759141446;2611676.49;1270221.56;07.12.2004;09:54;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.50;-8.5;m;12004120702;22004120025;401203771;False;;;;2004-12-07;2004
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;08.11.2004;10:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.50;-18.5;m;12004110802;22004110159;401197425;False;;;;2004-11-08;2004
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;05.11.2003;13:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12003110304;22003110027;401093740;False;;;;2003-11-05;2003
WASSER;F_1032;47.58172502593966,7.593097175077615;2611621.49;1270125.56;13.12.2006;14:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.50;-7.5;m;12006121203;22006120141;401417169;False;;;;2006-12-13;2006
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;04.08.2004;10:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12004080104;22004080030;401171922;False;;;;2004-08-04;2004
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;21.02.2005;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12005022103;22005020138;401216005;False;;;;2005-02-21;2005
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;16.08.2005;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.00;-5.0;m;12005081602;22005080091;401260077;False;;;;2005-08-16;2005
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;15.05.2006;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-7.00;-7.0;m;12006051504;22006050107;401334270;False;;;;2006-05-15;2006
WASSER;F_1293;47.5525395207859,7.593876287545913;2611686.49;1266880.57;20.06.2006;08:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.80;-4.8;m;12006062002;22006060174;401346693;False;;;;2006-06-20;2006
WASSER;F_0827;47.569888124312186,7.630633087748863;2614448.58;1268815.63;26.06.2006;10:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.95;-4.95;m;12006062603;22006060254;401351898;False;;;;2006-06-26;2006
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;13.11.2017;12:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12017110805;22017110061;404061621;False;;;;2017-11-13;2017
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;29.05.2018;11:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12018052506;22018051232;4500077245;False;;;;2018-05-29;2018
WASSER;F_1081;47.579920818101,7.643628785509294;2615423.58;1269933.62;23.10.2018;11:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.00;-17.0;m;12018101903;22018100210;4500147041;False;;;;2018-10-23;2018
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;08.08.2016;11:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.50;-13.5;m;12016072902;22016070254;403650151;False;;;;2016-08-08;2016
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;22.02.2017;10:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.00;-13.0;m;12017021403;22017020179;403833925;False;;;;2017-02-22;2017
WASSER;F_1388;47.55643204892739,7.573692810778389;2610166.48;1267310.58;18.04.2016;16:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-22.00;-22.0;m;12016041402;22016040176;403534201;False;;;;2016-04-18;2016
WASSER;F_1392;47.5495955555035,7.582190741075459;2610807.48;1266551.57;23.05.2016;14:55;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.50;-10.5;m;12016051903;22016050191;403570939;False;;;;2016-05-23;2016
WASSER;F_1392;47.5495955555035,7.582190741075459;2610807.48;1266551.57;03.05.2017;17:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-10.00;-10.0;m;12017042603;22017040238;403894402;False;;;;2017-05-03;2017
WASSER;F_1392;47.5495955555035,7.582190741075459;2610807.48;1266551.57;30.05.2018;09:35;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.00;-11.0;m;12018052506;22018051217;4500009408;False;;;;2018-05-30;2018
WASSER;F_0785;47.5522683728766,7.58801671656008;2611245.48;1266849.57;18.04.2016;10:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.00;-6.0;m;12016041402;22016040152;403529689;False;;;;2016-04-18;2016
WASSER;F_0784;47.55165754783291,7.587430478681743;2611201.48;1266781.57;18.04.2016;16:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.50;-6.5;m;12016041402;22016040151;403529501;False;;;;2016-04-18;2016
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;14.11.2016;14:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12016111406;22016110131;403726473;False;;;;2016-11-14;2016
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;15.11.2016;10:40;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12016111406;22016110130;403726259;False;;;;2016-11-15;2016
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;04.05.2017;16:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12017042604;22017040245;403895989;False;;;;2017-05-04;2017
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;14.11.2017;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.00;-14.0;m;12017110805;22017110055;404060337;False;;;;2017-11-14;2017
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;14.11.2017;10:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12017110805;22017110054;404060123;False;;;;2017-11-14;2017
WASSER;F_0804;47.58333004291116,7.652332814044579;2616077.39;1270314.43;14.11.2017;10:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-8.45;-8.45;m;12017110805;22017110065;404062401;False;;;;2017-11-14;2017
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;29.05.2018;13:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12018052506;22018051223;4500010632;False;;;;2018-05-29;2018
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;23.10.2018;11:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-15.20;-15.2;m;12018101903;22018100217;4500148007;False;;;;2018-10-23;2018
WASSER;F_1097;47.53569707166501,7.605695311588096;2612580.11;1265009.71;02.11.2020;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-13.50;-13.5;m;12020102804;22020100252;4500756982;False;;;;2020-11-02;2020
WASSER;F_2614;47.58212342670827,7.597857006879844;2611979.49;1270170.57;11.12.2006;09:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-6.30;-6.3;m;12006121203;22006120146;401417454;False;;;;2006-12-11;2006
WASSER;F_2441;47.58187699270678,7.589961952779306;2611385.59;1270142;13.12.2006;13:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.50;-5.5;m;12006121203;22006120134;401416770;False;;;;2006-12-13;2006
WASSER;F_0432;47.59577855303679,7.650238000585896;2615916.08;1271698.15;31.05.2007;10:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.10;-5.1;m;12007052906;22007050254;401468911;False;;;;2007-05-31;2007
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;18.08.2005;14:30;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.00;-4.0;m;12005081602;22005080116;401262006;False;;;;2005-08-18;2005
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;09.11.2005;09:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-3.00;-3.0;m;12005110802;22005110059;401282585;False;;;;2005-11-09;2005
WASSER;F_2709;47.57037009000922,7.637862832517619;2614992.47;1268870.57;06.09.2005;16:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-11.00;-11.0;m;12005090202;22005090032;401267864;False;;;;2005-09-06;2005
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;28.05.2008;10:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-3.50;-3.5;m;12008052604;22008050219;401608528;False;;;;2008-05-28;2008
WASSER;F_1090;47.56842397838639,7.592713313215059;2611595.5;1268646.57;16.02.2009;08:15;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-4.00;-4.0;m;12009021604;22009020116;401708869;False;;;;2009-02-16;2009
WASSER;F_0795;47.589556899851736,7.651688955620735;2616027.08;1271006.66;08.11.2004;09:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-12.00;-12.0;m;12004110802;22004110160;401197593;False;;;;2004-11-08;2004
WASSER;F_0832;47.578311958094616,7.5896448151170794;2611362.49;1269745.56;19.06.2006;14:00;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.00;-5.0;m;12006061902;22006060159;401345463;False;;;;2006-06-19;2006
WASSER;F_1161;47.56104044045981,7.59518985340109;2611783.49;1267825.97;21.06.2006;08:45;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.50;-5.5;m;12006062102;22006060199;401348920;False;;;;2006-06-21;2006
WASSER;F_0785;47.5522683728766,7.58801671656008;2611245.48;1266849.57;20.06.2006;10:20;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-5.10;-5.1;m;12006062002;22006060170;401346281;False;;;;2006-06-20;2006
WASSER;F_1160;47.544730866916204,7.595354707668329;2611799.5;1266012.56;21.06.2006;13:50;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-17.20;-17.2;m;12006062102;22006060197;401348736;False;;;;2006-06-21;2006
WASSER;F_0799;47.58920454361265,7.655335075337354;2616301.45;1270968.23;06.08.2008;15:25;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-14.80;-14.8;m;12008080406;22008080065;401640731;False;;;;2008-08-06;2008
WASSER;F_0741;47.571721309267495,7.558142538587337;2608993.48;1269008.69;20.06.2006;12:10;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-19.20;-19.2;m;12006062002;22006060168;401346075;False;;;;2006-06-20;2006
WASSER;F_0801;47.57989425786064,7.648440336745981;2615785.58;1269931.62;29.05.2007;10:05;STICHPROBE;100700;Probennahme;Entnahmetiefe;-25.0;-18.00;-18.0;m;12007052906;22007050255;401469095;False;;;;2007-05-29;2007
